core_case_id,corpus,topic_id,agent_field,memory_condition,ranker,policy,selected_count,gold_available_cluster_count,gold_cluster_recall_at_k,gold_cluster_recall_null_reason,gold_cluster_capacity_coverage_at_k,gold_cluster_precision,gold_cluster_precision_null_reason,selected_redundancy,strict_topic_label_match,shortfall
corpus_expanded__learning_exploration__science__related__stage_a_supplement__novelty,corpus_expanded,learning_exploration,science,related,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__science__related__stage_a_supplement__recognition,corpus_expanded,learning_exploration,science,related,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__science__unrelated__stage_a_reference__balanced,corpus_expanded,learning_exploration,science,unrelated,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__science__unrelated__stage_a_reference__novelty,corpus_expanded,learning_exploration,science,unrelated,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__science__unrelated__stage_a_reference__recognition,corpus_expanded,learning_exploration,science,unrelated,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__science__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_exploration,science,unrelated,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__science__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_exploration,science,unrelated,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_exploration__science__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_exploration,science,unrelated,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__empty__stage_a_reference__balanced,corpus_expanded,learning_graph,agents,empty,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__empty__stage_a_reference__novelty,corpus_expanded,learning_graph,agents,empty,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__empty__stage_a_reference__recognition,corpus_expanded,learning_graph,agents,empty,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__empty__stage_a_supplement__balanced,corpus_expanded,learning_graph,agents,empty,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__empty__stage_a_supplement__novelty,corpus_expanded,learning_graph,agents,empty,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__empty__stage_a_supplement__recognition,corpus_expanded,learning_graph,agents,empty,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__related__stage_a_reference__balanced,corpus_expanded,learning_graph,agents,related,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__related__stage_a_reference__novelty,corpus_expanded,learning_graph,agents,related,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__related__stage_a_reference__recognition,corpus_expanded,learning_graph,agents,related,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__related__stage_a_supplement__balanced,corpus_expanded,learning_graph,agents,related,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__related__stage_a_supplement__novelty,corpus_expanded,learning_graph,agents,related,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__related__stage_a_supplement__recognition,corpus_expanded,learning_graph,agents,related,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__unrelated__stage_a_reference__balanced,corpus_expanded,learning_graph,agents,unrelated,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__unrelated__stage_a_reference__novelty,corpus_expanded,learning_graph,agents,unrelated,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__unrelated__stage_a_reference__recognition,corpus_expanded,learning_graph,agents,unrelated,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_graph,agents,unrelated,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_graph,agents,unrelated,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__agents__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_graph,agents,unrelated,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__empty__stage_a_reference__balanced,corpus_expanded,learning_graph,learning,empty,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__empty__stage_a_reference__novelty,corpus_expanded,learning_graph,learning,empty,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__empty__stage_a_reference__recognition,corpus_expanded,learning_graph,learning,empty,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__empty__stage_a_supplement__balanced,corpus_expanded,learning_graph,learning,empty,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__empty__stage_a_supplement__novelty,corpus_expanded,learning_graph,learning,empty,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__empty__stage_a_supplement__recognition,corpus_expanded,learning_graph,learning,empty,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__related__stage_a_reference__balanced,corpus_expanded,learning_graph,learning,related,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__related__stage_a_reference__novelty,corpus_expanded,learning_graph,learning,related,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__related__stage_a_reference__recognition,corpus_expanded,learning_graph,learning,related,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__related__stage_a_supplement__balanced,corpus_expanded,learning_graph,learning,related,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__related__stage_a_supplement__novelty,corpus_expanded,learning_graph,learning,related,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__related__stage_a_supplement__recognition,corpus_expanded,learning_graph,learning,related,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__unrelated__stage_a_reference__balanced,corpus_expanded,learning_graph,learning,unrelated,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__unrelated__stage_a_reference__novelty,corpus_expanded,learning_graph,learning,unrelated,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__unrelated__stage_a_reference__recognition,corpus_expanded,learning_graph,learning,unrelated,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_graph,learning,unrelated,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_graph,learning,unrelated,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__learning__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_graph,learning,unrelated,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__empty__stage_a_reference__balanced,corpus_expanded,learning_graph,science,empty,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__empty__stage_a_reference__novelty,corpus_expanded,learning_graph,science,empty,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__empty__stage_a_reference__recognition,corpus_expanded,learning_graph,science,empty,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__empty__stage_a_supplement__balanced,corpus_expanded,learning_graph,science,empty,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__empty__stage_a_supplement__novelty,corpus_expanded,learning_graph,science,empty,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__empty__stage_a_supplement__recognition,corpus_expanded,learning_graph,science,empty,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__related__stage_a_reference__balanced,corpus_expanded,learning_graph,science,related,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__related__stage_a_reference__novelty,corpus_expanded,learning_graph,science,related,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__related__stage_a_reference__recognition,corpus_expanded,learning_graph,science,related,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__related__stage_a_supplement__balanced,corpus_expanded,learning_graph,science,related,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__related__stage_a_supplement__novelty,corpus_expanded,learning_graph,science,related,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__related__stage_a_supplement__recognition,corpus_expanded,learning_graph,science,related,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__unrelated__stage_a_reference__balanced,corpus_expanded,learning_graph,science,unrelated,stage_a_reference,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__unrelated__stage_a_reference__novelty,corpus_expanded,learning_graph,science,unrelated,stage_a_reference,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__unrelated__stage_a_reference__recognition,corpus_expanded,learning_graph,science,unrelated,stage_a_reference,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_graph,science,unrelated,stage_a_supplement,balanced,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_graph,science,unrelated,stage_a_supplement,novelty,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_graph__science__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_graph,science,unrelated,stage_a_supplement,recognition,3,6,0.5,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__empty__stage_a_reference__balanced,corpus_expanded,learning_policy,agents,empty,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__empty__stage_a_reference__novelty,corpus_expanded,learning_policy,agents,empty,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__empty__stage_a_reference__recognition,corpus_expanded,learning_policy,agents,empty,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__empty__stage_a_supplement__balanced,corpus_expanded,learning_policy,agents,empty,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__empty__stage_a_supplement__novelty,corpus_expanded,learning_policy,agents,empty,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__empty__stage_a_supplement__recognition,corpus_expanded,learning_policy,agents,empty,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__related__stage_a_reference__balanced,corpus_expanded,learning_policy,agents,related,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__related__stage_a_reference__novelty,corpus_expanded,learning_policy,agents,related,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__related__stage_a_reference__recognition,corpus_expanded,learning_policy,agents,related,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__related__stage_a_supplement__balanced,corpus_expanded,learning_policy,agents,related,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__related__stage_a_supplement__novelty,corpus_expanded,learning_policy,agents,related,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__related__stage_a_supplement__recognition,corpus_expanded,learning_policy,agents,related,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__unrelated__stage_a_reference__balanced,corpus_expanded,learning_policy,agents,unrelated,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__unrelated__stage_a_reference__novelty,corpus_expanded,learning_policy,agents,unrelated,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__unrelated__stage_a_reference__recognition,corpus_expanded,learning_policy,agents,unrelated,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_policy,agents,unrelated,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_policy,agents,unrelated,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__agents__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_policy,agents,unrelated,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__empty__stage_a_reference__balanced,corpus_expanded,learning_policy,learning,empty,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__empty__stage_a_reference__novelty,corpus_expanded,learning_policy,learning,empty,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__empty__stage_a_reference__recognition,corpus_expanded,learning_policy,learning,empty,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__empty__stage_a_supplement__balanced,corpus_expanded,learning_policy,learning,empty,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__empty__stage_a_supplement__novelty,corpus_expanded,learning_policy,learning,empty,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__empty__stage_a_supplement__recognition,corpus_expanded,learning_policy,learning,empty,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__related__stage_a_reference__balanced,corpus_expanded,learning_policy,learning,related,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__related__stage_a_reference__novelty,corpus_expanded,learning_policy,learning,related,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__related__stage_a_reference__recognition,corpus_expanded,learning_policy,learning,related,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__related__stage_a_supplement__balanced,corpus_expanded,learning_policy,learning,related,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__related__stage_a_supplement__novelty,corpus_expanded,learning_policy,learning,related,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__related__stage_a_supplement__recognition,corpus_expanded,learning_policy,learning,related,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__unrelated__stage_a_reference__balanced,corpus_expanded,learning_policy,learning,unrelated,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__unrelated__stage_a_reference__novelty,corpus_expanded,learning_policy,learning,unrelated,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__unrelated__stage_a_reference__recognition,corpus_expanded,learning_policy,learning,unrelated,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_policy,learning,unrelated,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_policy,learning,unrelated,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__learning__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_policy,learning,unrelated,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__empty__stage_a_reference__balanced,corpus_expanded,learning_policy,science,empty,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__empty__stage_a_reference__novelty,corpus_expanded,learning_policy,science,empty,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__empty__stage_a_reference__recognition,corpus_expanded,learning_policy,science,empty,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__empty__stage_a_supplement__balanced,corpus_expanded,learning_policy,science,empty,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__empty__stage_a_supplement__novelty,corpus_expanded,learning_policy,science,empty,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__empty__stage_a_supplement__recognition,corpus_expanded,learning_policy,science,empty,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__related__stage_a_reference__balanced,corpus_expanded,learning_policy,science,related,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__related__stage_a_reference__novelty,corpus_expanded,learning_policy,science,related,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__related__stage_a_reference__recognition,corpus_expanded,learning_policy,science,related,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__related__stage_a_supplement__balanced,corpus_expanded,learning_policy,science,related,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__related__stage_a_supplement__novelty,corpus_expanded,learning_policy,science,related,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__related__stage_a_supplement__recognition,corpus_expanded,learning_policy,science,related,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__unrelated__stage_a_reference__balanced,corpus_expanded,learning_policy,science,unrelated,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__unrelated__stage_a_reference__novelty,corpus_expanded,learning_policy,science,unrelated,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__unrelated__stage_a_reference__recognition,corpus_expanded,learning_policy,science,unrelated,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_policy,science,unrelated,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_policy,science,unrelated,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_policy__science__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_policy,science,unrelated,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__empty__stage_a_reference__balanced,corpus_expanded,learning_reward,agents,empty,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__empty__stage_a_reference__novelty,corpus_expanded,learning_reward,agents,empty,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__empty__stage_a_reference__recognition,corpus_expanded,learning_reward,agents,empty,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__empty__stage_a_supplement__balanced,corpus_expanded,learning_reward,agents,empty,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__empty__stage_a_supplement__novelty,corpus_expanded,learning_reward,agents,empty,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__empty__stage_a_supplement__recognition,corpus_expanded,learning_reward,agents,empty,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__related__stage_a_reference__balanced,corpus_expanded,learning_reward,agents,related,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__related__stage_a_reference__novelty,corpus_expanded,learning_reward,agents,related,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__related__stage_a_reference__recognition,corpus_expanded,learning_reward,agents,related,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__related__stage_a_supplement__balanced,corpus_expanded,learning_reward,agents,related,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__related__stage_a_supplement__novelty,corpus_expanded,learning_reward,agents,related,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__related__stage_a_supplement__recognition,corpus_expanded,learning_reward,agents,related,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__unrelated__stage_a_reference__balanced,corpus_expanded,learning_reward,agents,unrelated,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__unrelated__stage_a_reference__novelty,corpus_expanded,learning_reward,agents,unrelated,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__unrelated__stage_a_reference__recognition,corpus_expanded,learning_reward,agents,unrelated,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__unrelated__stage_a_supplement__balanced,corpus_expanded,learning_reward,agents,unrelated,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__unrelated__stage_a_supplement__novelty,corpus_expanded,learning_reward,agents,unrelated,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__agents__unrelated__stage_a_supplement__recognition,corpus_expanded,learning_reward,agents,unrelated,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__empty__stage_a_reference__balanced,corpus_expanded,learning_reward,learning,empty,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__empty__stage_a_reference__novelty,corpus_expanded,learning_reward,learning,empty,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__empty__stage_a_reference__recognition,corpus_expanded,learning_reward,learning,empty,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__empty__stage_a_supplement__balanced,corpus_expanded,learning_reward,learning,empty,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__empty__stage_a_supplement__novelty,corpus_expanded,learning_reward,learning,empty,stage_a_supplement,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__empty__stage_a_supplement__recognition,corpus_expanded,learning_reward,learning,empty,stage_a_supplement,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__related__stage_a_reference__balanced,corpus_expanded,learning_reward,learning,related,stage_a_reference,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__related__stage_a_reference__novelty,corpus_expanded,learning_reward,learning,related,stage_a_reference,novelty,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__related__stage_a_reference__recognition,corpus_expanded,learning_reward,learning,related,stage_a_reference,recognition,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
corpus_expanded__learning_reward__learning__related__stage_a_supplement__balanced,corpus_expanded,learning_reward,learning,related,stage_a_supplement,balanced,3,7,0.42857142857142855,,1.0,1.0,,0.0,1.0,False
